-2.4700000000000006,0 
-1.315,1 
-1.8600000000000005,2 
-1.19,3 
-1.8200000000000005,4 
-1.2,5 
-1.2,6 
-1.205,7 
-1.23,8 
-1.3900000000000001,9 
-1.17,10 
-1.36,11 
-1.48,12 
-1.2,13 
-1.315,14 
-1.31,15 
-1.26,16 
-1.275,17 
-1.6400000000000003,18 
-1.5400000000000003,19 
-1.105,20 
-1.9500000000000006,21 
-1.24,22 
-1.7200000000000002,23 
-1.205,24 
-1.8100000000000005,25 
-1.24,26 
-1.4000000000000001,27 
-1.5400000000000003,28 
-1.4100000000000001,29 
-1.6050000000000004,30 
-1.7800000000000002,31 
-1.14,32 
-1.2,33 
-1.14,34 
-1.26,35 
-1.365,36 
-1.4050000000000002,37 
-1.23,38 
-1.22,39 
-1.135,40 
-1.2,41 
-1.24,42 
-1.6700000000000004,43 
-1.2,44 
-1.35,45 
-1.205,46 
-1.1,47 
-1.4600000000000002,48 
-1.13,49 
-1.3450000000000002,50 
-1.4900000000000002,51 
-1.17,52 
-1.6200000000000003,53 
-1.275,54 
-1.355,55 
-2.085000000000001,56 
-1.135,57 
-1.205,58 
-1.23,59 
-1.25,60 
-1.23,61 
-1.4650000000000003,62 
-1.205,63 
-1.2650000000000001,64 
-1.225,65 
-1.29,66 
-1.135,67 
-1.455,68 
-1.295,69 
-1.425,70 
-1.205,71 
-1.6650000000000005,72 
-1.52,73 
-2.1400000000000006,74 
-1.135,75 
-1.2,76 
-1.4900000000000002,77 
-1.225,78 
-1.135,79 
-1.2,80 
-1.23,81 
-1.4600000000000002,82 
-1.23,83 
-1.7950000000000004,84 
-1.205,85 
-1.8750000000000004,86 
-1.395,87 
-1.165,88 
-1.135,89 
-1.8750000000000004,90 
-1.225,91 
-1.455,92 
-1.105,93 
-1.2,94 
-1.2850000000000001,95 
-1.26,96 
-1.17,97 
-1.6600000000000001,98 
-1.6600000000000001,99 
-1.17,100 
-1.205,101 
-1.9850000000000008,102 
-1.5550000000000002,103 
-1.22,104 
-1.23,105 
-1.23,106 
-1.29,107 
-1.4400000000000002,108 
-1.5500000000000003,109 
-1.7000000000000004,110 
-1.075,111 
-1.105,112 
-2.1900000000000004,113 
-1.6700000000000004,114 
-1.045,115 
-1.305,116 
-1.5450000000000002,117 
-1.5800000000000003,118 
-1.08,119 
-1.165,120 
-1.5000000000000002,121 
-2.130000000000001,122 
-1.2,123 
-1.2850000000000001,124 
-1.23,125 
-1.2850000000000001,126 
-1.255,127 
-1.4050000000000002,128 
-1.1,129 
-2.9250000000000025,130 
-1.26,131 
-1.4700000000000002,132 
-1.4050000000000002,133 
-1.25,134 
-1.1,135 
-1.6100000000000003,136 
-1.2349999999999999,137 
-1.3450000000000002,138 
-1.31,139 
-2.7650000000000015,140 
-1.4200000000000002,141 
-1.375,142 
-1.495,143 
-1.5400000000000003,144 
-1.395,145 
-1.34,146 
-1.135,147 
-2.995000000000002,148 
-1.335,149 
-1.23,150 
-1.13,151 
-1.8650000000000007,152 
-1.14,153 
-1.23,154 
-1.485,155 
-1.7000000000000004,156 
-1.205,157 
-1.5100000000000002,158 
-1.4050000000000002,159 
-1.48,160 
-1.4250000000000003,161 
-1.17,162 
-1.5400000000000003,163 
-1.2850000000000001,164 
-1.26,165 
-2.1350000000000007,166 
-1.32,167 
-1.26,168 
-1.9600000000000006,169 
-1.4500000000000002,170 
-2.080000000000001,171 
-1.7900000000000005,172 
-1.26,173 
-1.195,174 
-1.7700000000000005,175 
-1.165,176 
-1.26,177 
-1.4000000000000001,178 
-1.165,179 
-1.195,180 
-1.425,181 
-1.5650000000000004,182 
-1.105,183 
-1.23,184 
-1.23,185 
-1.5750000000000002,186 
-1.14,187 
-1.5050000000000001,188 
-1.29,189 
-1.7750000000000004,190 
-1.2349999999999999,191 
-1.6400000000000003,192 
-1.205,193 
-1.1099999999999999,194 
-1.23,195 
-2.535000000000001,196 
-1.135,197 
-1.2,198 
-1.8500000000000005,199 
-1.5500000000000003,200 
-1.205,201 
-1.205,202 
-1.7050000000000005,203 
-1.17,204 
-1.6900000000000004,205 
-1.1,206 
-1.35,207 
-2.1400000000000006,208 
-1.255,209 
-1.26,210 
-1.6450000000000002,211 
-1.32,212 
-1.335,213 
